Journal Name,Sinta URL,P-ISSN,E-ISSN,Subject Area,Affiliation,Accreditation,Scopus Indexed,Garuda Indexed,Impact,H5-index,Citations 5yr,Citations,Website URL
MaPan,https://sinta.kemdiktisaintek.go.id/journals/profile/1573,2354-6883,2581-172X,Education,Department of Mathematics Education Universitas Islam Negeri Alauddin Makassar In collaboration with Asosiasi Dosen Matematika dan Pendidikan/Tadris Matematika (Ad-Mapeta),S3,No,No,"1,67",26,2.386,3.106,http://journal.uin-alauddin.ac.id/index.php/Mapan
Mulawarman law review,https://sinta.kemdiktisaintek.go.id/journals/profile/6478,2527-3485,2527-3477,Law,Fakultas Hukum Universitas Mulawarman,S3,No,Yes,"1,67",11,498.0,516.0,https://e-journal.fh.unmul.ac.id/index.php/mulrev/index
Jurnal Ekonomi dan Kebijakan Pembangunan.,https://sinta.kemdiktisaintek.go.id/journals/profile/10074,1979-5149,2686-2514,Economics & Business,"Departemen Ilmu Ekonomi, Fakutas ekonomi dan manajemen, IPB University",S3,No,Yes,"1,67",20,1.547,1.838,https://jurnal.ipb.ac.id/index.php/jekp/index
Moneter.,https://sinta.kemdiktisaintek.go.id/journals/profile/5559,2302-2213,2615-5141,Economics & Business,Universitas Ibn Khaldun Bogor,S3,No,Yes,"1,65",15,1.334,1.507,http://ejournal2.uika-bogor.ac.id/index.php/MONETER
Jurnal Sosioteknologi,https://sinta.kemdiktisaintek.go.id/journals/profile/907,1858-3474,2443-258X,"Social, Engineering",Institut Teknologi Bandung,S3,No,Yes,"1,65",32,4.464,6.571,http://journals.itb.ac.id/index.php/sostek
Jurnal Ilmiah Agribios.,https://sinta.kemdiktisaintek.go.id/journals/profile/7761,0215-0638,2723-7044,General/Multidisciplinary,Universitas Abdurachman Saleh Situbondo,S3,No,Yes,"1,65",11,678.0,690.0,https://unars.ac.id/ojs/index.php/agribios
Widya Accarya.,https://sinta.kemdiktisaintek.go.id/journals/profile/9162,2085-0018,2722-8339,General/Multidisciplinary,Universitas Dwijendra,S3,No,Yes,"1,62",20,2.004,2.151,http://ejournal.undwi.ac.id/index.php/widyaaccarya
Diklabio.,https://sinta.kemdiktisaintek.go.id/journals/profile/5657,2598-9634,2598-9669,Education,Universitas Bengkulu,S3,No,Yes,"1,62",25,2.184,2.352,https://ejournal.unib.ac.id/index.php/jppb/issue/view/675
Satwika,https://sinta.kemdiktisaintek.go.id/journals/profile/7000,2580-8567,2580-443X,Social Science & Humanities,Universitas Muhammadiyah Malang,S3,No,Yes,"1,62",24,3.372,3.451,https://ejournal.umm.ac.id/index.php/JICC
Jurnal Pensil.,https://sinta.kemdiktisaintek.go.id/journals/profile/8036,2301-8437,2623-1085,Education,Universitas Negeri Jakarta,S3,No,Yes,"1,62",19,2.402,2.712,http://journal.unj.ac.id/unj/index.php/jpensil/
Journal of Business and Management Review.,https://sinta.kemdiktisaintek.go.id/journals/profile/11770,,2723-1097,"Economy, Science, Social",Profesional Muda Cendekia,S3,No,Yes,"1,62",25,2.94,3.008,https://profesionalmudacendekia.com/index.php/jbmr
Jurnal social economic of agriculture,https://sinta.kemdiktisaintek.go.id/journals/profile/656,2252-3820,2579-3268,"Economy, Agriculture, Social","Jurusan Sosial Ekonomi Pertanian, Fakultas Pertanian, Universitas Tanjungpura",S3,No,Yes,"1,62",16,1.233,1.665,http://jurnal.untan.ac.id/index.php/jsea
Jurnal Inovasi Pendidikan dan Sains.,https://sinta.kemdiktisaintek.go.id/journals/profile/8946,,2721-9119,Education,Lembaga Penelitian dan Pengabdian kepada Masyarakat UNW Mataram,S3,No,Yes,"1,61",14,1.221,1.257,https://ejournal.unwmataram.ac.id/JIPS/home
JISI UMJ : jurnal integrasi sistem industri UMJ.,https://sinta.kemdiktisaintek.go.id/journals/profile/2647,2355-2085,2550-083X,Engineering & Computer Science,Jurusan Teknik Industri Fakultas Teknik Universitas Muhammadiyah Jakarta,S3,No,Yes,"1,60",18,1.158,1.341,https://jurnal.umj.ac.id/index.php/jisi/
REVELATIA.,https://sinta.kemdiktisaintek.go.id/journals/profile/9115,2721-5962,2721-768X,General/Multidisciplinary,Institut Agama Islam Negeri Madura,S3,No,Yes,"1,60",10,310.0,316.0,http://ejournal.iainmadura.ac.id/index.php/revelatia
Jurnal Tadris Matematika.,https://sinta.kemdiktisaintek.go.id/journals/profile/6498,2621-3990,2621-4008,Science,"Jurusan Tadris Matematika, IAIN Tulungagung",S3,No,Yes,"1,60",13,702.0,703.0,http://ejournal.iain-tulungagung.ac.id/index.php/jtm
Kontinu: Jurnal Penelitian Didaktik Matematika.,https://sinta.kemdiktisaintek.go.id/journals/profile/7286,2715-7326,2656-5544,Science,"Prodi. Pendidikan Matematika, FKIP, Universitas Islam Sultan Agung",S3,No,Yes,"1,60",12,601.0,660.0,http://jurnal.unissula.ac.id/index.php/mtk
Journal of teaching and learning physics,https://sinta.kemdiktisaintek.go.id/journals/profile/6169,2528-5505,2580-3107,General/Multidisciplinary,"Program Studi Pendidikan Fisika, Fakultas Tarbiyah dan Keguruan, UIN Sunan Gunung Djati Bandung",S3,No,Yes,"1,60",17,920.0,988.0,https://journal.uinsgd.ac.id/index.php/jtlp/issue/archive
Optimum : Jurnal Ekonomi dan Pembangunan,https://sinta.kemdiktisaintek.go.id/journals/profile/2205,1411-6022,2613-9464,Economy,Universitas Ahmad Dahlan,S3,No,Yes,"1,60",12,947.0,1.093,http://journal2.uad.ac.id/index.php/optimum
Sultan Agung Notary Law Review.,https://sinta.kemdiktisaintek.go.id/journals/profile/10618,,2686-4428,Social,Universitas Islam Sultan Agung,S3,No,Yes,"1,60",31,3.822,4.372,http://jurnal.unissula.ac.id/index.php/SANLaR
Jurnal pengelolaan lingkungan berkelanjutan (Journal of environmental sustainability management),https://sinta.kemdiktisaintek.go.id/journals/profile/8035,2598-0017,2598-0025,General/Multidisciplinary,Badan Kerjasama Pusat Studi Lingkungan se-Indonesia dan PPLH-IPB University,S3,No,Yes,"1,59",14,827.0,875.0,https://journal.bkpsl.org/index.php/jplb
Kinerja,https://sinta.kemdiktisaintek.go.id/journals/profile/66,2549-1709,2549-1709,Economy,Fakultas Ekonomi Universitas Atma Jaya Yogyakarta,S3,No,Yes,"1,59",19,1.439,2.293,https://ojs.uajy.ac.id/index.php/kinerja
Abdimas : jurnal pengabdian masyarakat Universitas Merdeka Malang,https://sinta.kemdiktisaintek.go.id/journals/profile/6786,2721-138X,2548-7159,Social Science & Humanities,Universitas Merdeka Malang,S3,No,Yes,"1,59",20,2.46,2.674,http://jurnal.unmer.ac.id/index.php/jpkm
Abjadia.,https://sinta.kemdiktisaintek.go.id/journals/profile/4235,2528-3979,2443-0587,Education,FITK Universitas Islam Negeri Maulana Malik Ibrahim Malang,S3,No,Yes,"1,58",12,761.0,805.0,http://ejournal.uin-malang.ac.id/index.php/abjadia
Jurnal Teknologi Pendidikan : Jurnal Penelitian dan Pengembangan Pembelajaran.,https://sinta.kemdiktisaintek.go.id/journals/profile/9034,2603-0620,2656-1417,Education,"Program Studi Teknologi Pendidikan, Fakultas Ilmu Pendidikan dan Psikologi, Universitas Pendidikan Mandalika",S3,No,Yes,"1,57",19,2.103,2.191,https://e-journal.undikma.ac.id/index.php/jtp/index
Salus Cultura.,https://sinta.kemdiktisaintek.go.id/journals/profile/11412,2807-5560,2807-5447,Social Science & Humanities,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan RI,S3,No,Yes,"1,55",9,307.0,308.0,https://jurnal.kemenkopmk.go.id/index.php/saluscultura
Jurnal Al-Hakim.,https://sinta.kemdiktisaintek.go.id/journals/profile/10056,2685-2225,2722-4317,Law,Fakultas Syariah Universitas Islam Negeri Raden Mas Said Surakarta,S3,No,Yes,"1,55",11,440.0,457.0,https://ejournal.uinsaid.ac.id/index.php/al-hakim
Journal of Public Health for Tropical and Coastal Region,https://sinta.kemdiktisaintek.go.id/journals/profile/9410,,2597-4378,Health,Universitas Diponegoro,S3,No,Yes,"1,55",9,249.0,253.0,https://ejournal2.undip.ac.id/index.php/jphtr
Cakrawala : jurnal studi Islam,https://sinta.kemdiktisaintek.go.id/journals/profile/515,1829-8931,2550-0880,"Education, Religion",Universitas Muhammadiyah Magelang,S3,No,Yes,"1,55",24,1.741,2.058,https://journal.unimma.ac.id/index.php/cakrawala/index
Jurnal Inovasi Pendidikan Sains.,https://sinta.kemdiktisaintek.go.id/journals/profile/9876,2747-1543,2747-1551,Education,Universitas Muhammadiyah Purworejo,S3,No,Yes,"1,55",11,518.0,524.0,http://jurnal.umpwr.ac.id/index.php/jips
Serambi.,https://sinta.kemdiktisaintek.go.id/journals/profile/8144,,2685-9904,Economics & Business,Lembaga Pengembangan Manajemen dan Publikasi Imperium,S3,No,Yes,"1,54",15,956.0,984.0,https://ejournal.imperiuminstitute.org/index.php/SERAMBI
Rekam.,https://sinta.kemdiktisaintek.go.id/journals/profile/332,1858-3997,2745-3901,Education,Institut Seni Indonesia Yogyakarta,S3,No,Yes,"1,54",19,1.279,1.444,http://journal.isi.ac.id/index.php/rekam
"Journal of Indonesian Tourism, Hospitality and Recreation.",https://sinta.kemdiktisaintek.go.id/journals/profile/5745,2654-3893,2654-4687,General/Multidisciplinary,"Program Studi Manajemen Resort dan Leisure, Universitas Pendidikan Indonesia",S3,No,Yes,"1,54",19,1.766,1.904,https://ejournal.upi.edu/index.php/Jithor/index
Eduvest.,https://sinta.kemdiktisaintek.go.id/journals/profile/11630,2775-3735,2775-3727,"Health, Science, Social, Engineering",Green Publisher Indonesia,S3,No,Yes,"1,54",17,3.061,3.074,https://eduvest.greenvest.co.id/index.php/edv
Inspiration.,https://sinta.kemdiktisaintek.go.id/journals/profile/4510,2088-6705,2621-5608,Engineering & Computer Science,Universitas Teknologi Akba Makassar,S3,No,Yes,"1,53",18,1.606,1.858,https://ojs.unitama.ac.id/index.php/inspiration/index
JURTEKSI (Jurnal Teknologi dan Sistem Informasi),https://sinta.kemdiktisaintek.go.id/journals/profile/4454,2407-1811,2550-0201,Engineering & Computer Science,Lembaga Penelitian dan Pengabdian Kepada Masyarakat (LPPM) STMIK ROYAL Kisaran,S3,No,Yes,"1,57",19,1.756,1.775,https://jurnal.stmikroyal.ac.id/index.php/jurteksi/index
Rechtidee.,https://sinta.kemdiktisaintek.go.id/journals/profile/202,1907-5790,2502-762X,Education,Universitas Trunojoyo Madura,S3,No,Yes,"1,57",11,534.0,565.0,http://journal.trunojoyo.ac.id/rechtidee/index
Jurnal progress.,https://sinta.kemdiktisaintek.go.id/journals/profile/4170,2338-6878,2620-3243,"Religion, Humanities, Education",PKPI2 FAI UNWAHAS,S3,No,Yes,"1,57",14,771.0,840.0,https://publikasiilmiah.unwahas.ac.id/PROGRESS/index
Jurnal obsesi : jurnal pendidikan anak usia dini,https://sinta.kemdiktisaintek.go.id/journals/profile/638,2356-1327,2549-8959,Social,Lembaga Penelitian dan Pengabdian Masyarakat (LPPM) Universitas Pahlawan Tuanku Tambusai,S3,No,Yes,"1,57",116,65.992,68.854,https://obsesi.or.id/index.php/obsesi
Jurnal ilmu dan teknologi kelautan tropis.,https://sinta.kemdiktisaintek.go.id/journals/profile/779,2087-9423,2620-309X,Science,"Faculty of fisheries and marine science, Institut Pertanian Bogor",S3,No,Yes,"1,57",27,4.819,7.655,http://journal.ipb.ac.id/index.php/jurnalikt
Jurnal mina sains,https://sinta.kemdiktisaintek.go.id/journals/profile/3730,2407-9030,2550-0759,"Science, Agriculture",Universitas Djuanda,S3,No,Yes,"1,57",11,496.0,529.0,http://ojs.unida.ac.id/index.php/jmss
Journal of Fundamental Mathematics and Applications.,https://sinta.kemdiktisaintek.go.id/journals/profile/5811,2621-6019,2621-6035,General/Multidisciplinary,"Dept. of Mathematics, Diponegoro University",S3,No,Yes,"1,56",8,337.0,355.0,http://jfma.math.fsm.undip.ac.id/
Jurnal math educator Nusantara,https://sinta.kemdiktisaintek.go.id/journals/profile/2101,2459-9735,2580-9210,"Education, Social",Prodi Pendidikan Matematika Universitas Nusantara PGRI Kediri,S3,No,Yes,"1,56",20,2.144,2.701,http://ojs.unpkediri.ac.id/index.php/matematika
Jurnal Mutu Pangan : Indonesian Journal of Food Quality.,https://sinta.kemdiktisaintek.go.id/journals/profile/6411,2355-5017,2684-9550,General/Multidisciplinary,"Departemen Ilmu dan Teknologi Pangan-IPB, PATPI, GAPMMI, SEAFAST Center-LPPM IPB",S3,No,Yes,"1,56",19,1.536,1.722,https://journal.ipb.ac.id/index.php/jmpi
Thariqah Ilmiah.,https://sinta.kemdiktisaintek.go.id/journals/profile/7583,2355-8717,2721-8406,Education,Universitas Islam Negeri Syekh Ali Hasan Ahmad AddaryPadangsidimpuan,S3,No,Yes,"1,56",17,1.969,2.164,http://jurnal.iain-padangsidimpuan.ac.id/index.php/TI
Buletin Poltanesa.,https://sinta.kemdiktisaintek.go.id/journals/profile/8241,1412-0097,2614-8374,General/Multidisciplinary,Politeknik Pertanian Negeri Samarinda,S3,No,Yes,"1,51",11,743.0,755.0,http://e-journal.politanisamarinda.ac.id/index.php/tanesa
Widya yuridika.,https://sinta.kemdiktisaintek.go.id/journals/profile/5731,2615-7586,2620-5556,Law,"Fakultas Hukum, Universitas Widya Gama Malang",S3,No,Yes,"1,50",10,547.0,547.0,http://publishing-widyagama.ac.id/ejournal-v2/index.php/yuridika/index
Jurnal Gaussian.,https://sinta.kemdiktisaintek.go.id/journals/profile/8421,,2339-2541,General/Multidisciplinary,"Departemen Statistika, Universitas Diponegoro",S3,No,Yes,"1,50",25,3.703,4.033,https://ejournal3.undip.ac.id/index.php/gaussian
Academia Open.,https://sinta.kemdiktisaintek.go.id/journals/profile/9523,,2714-7444,General/Multidisciplinary,Universitas Muhammadiyah Sidoarjo,S3,No,Yes,"1,50",18,2.407,2.485,https://acopen.umsida.ac.id/index.php/acopen
Engagement,https://sinta.kemdiktisaintek.go.id/journals/profile/4201,2579-8391,2579-8375,"Religion, Humanities, Education, Art, Social","Asosiasi Dosen Pengembang Masyarakat (ADPEMAS), FKDP KOPERTAIS IV",S3,No,Yes,"1,50",20,1.593,1.749,http://engagement.fkdp.or.id/index.php/engagement
Sola Gratia.,https://sinta.kemdiktisaintek.go.id/journals/profile/10603,2723-2786,2723-2794,Religion,Sekolah Tinggi Teologi Aletheia,S3,No,Yes,"1,50",14,615.0,695.0,http://sttaletheia.ac.id/e-journal/index.php/solagratia
Journal of Early Childhood and Character Education.,https://sinta.kemdiktisaintek.go.id/journals/profile/13518,2775-5444,2775-2046,Education,"Fakultas Ilmu Tarbiyah dan Keguruan, Universitas Islam Negeri Walisongo Semarang",S3,No,Yes,"1,50",10,358.0,360.0,https://journal.walisongo.ac.id/index.php/joecce
Jurnal Yuridis,https://sinta.kemdiktisaintek.go.id/journals/profile/5158,1693-4458,2598-5906,Law,Fakultas Hukum Universitas Pembangunan Nasional Veteran Jakarta,S3,No,Yes,"1,50",22,1.666,1.724,https://ejournal.upnvj.ac.id/index.php/Yuridis/index
Al-Hilal.,https://sinta.kemdiktisaintek.go.id/journals/profile/13048,2775-1236,2775-2119,Religion,Universitas Islam Negeri Walisongo Semarang,S3,No,Yes,"1,50",8,226.0,237.0,https://journal.walisongo.ac.id/index.php/al-hilal
Jurnal ilmiah soulmath,https://sinta.kemdiktisaintek.go.id/journals/profile/4550,2337-9421,2581-1290,Education,FKIP Universitas Dr Soetomo,S3,No,Yes,"1,50",17,868.0,943.0,https://ejournal.unitomo.ac.id/index.php/mipa/index
Educan,https://sinta.kemdiktisaintek.go.id/journals/profile/3769,2338-2759,2597-9051,Education,Program Studi Pendidikan Matematika FKIP Universitas Lambung Mangkurat,S3,No,Yes,"1,53",28,4.858,5.287,https://ppjp.ulm.ac.id/journal/index.php/edumat/index
Journal of Medives.,https://sinta.kemdiktisaintek.go.id/journals/profile/483,2549-8231,2549-5070,Education,Universitas Ivet,S3,No,Yes,"1,53",32,4.062,4.689,http://e-journal.ivet.ac.id/index.php/matematika/
International Journal of Engineering Continuity.,https://sinta.kemdiktisaintek.go.id/journals/profile/12276,,2963-2390,"Science, Engineering",Sultan Publisher,S3,No,Yes,"1,53",5,158.0,158.0,https://ejournal.sultanpublisher.com/index.php/ijec
Jurnal Ortopedagogia,https://sinta.kemdiktisaintek.go.id/journals/profile/218,2355-1143,2528-2980,Health,"Jurusan Pendidikan Luar Biasa, Fakultas Ilmu Pendidikan, Universitas Negeri Malang",S3,No,Yes,"1,52",17,1.256,1.294,http://journal2.um.ac.id/index.php/jo/index
Gorontalo Journal of Forestry Research.,https://sinta.kemdiktisaintek.go.id/journals/profile/5954,2614-2058,2614-204X,General/Multidisciplinary,Fakultas Kehutanan Universitas Gorontalo,S3,No,Yes,"1,52",10,305.0,310.0,http://jurnal.unigo.ac.id/index.php/gjfr/issue/archive
Jurnal Informatika dan Rekayasa Perangkat Lunak.,https://sinta.kemdiktisaintek.go.id/journals/profile/6979,2656-2855,2685-5518,Science,Universitas Wahid Hasyim Semarang,S3,No,Yes,"1,52",17,1.321,1.387,https://publikasiilmiah.unwahas.ac.id/index.php/JINRPL
Journal of Instructional Mathematics.,https://sinta.kemdiktisaintek.go.id/journals/profile/8872,,2722-2179,General/Multidisciplinary,STKIP Kusuma Negara,S3,No,Yes,"1,52",12,629.0,639.0,https://jurnal.stkipkusumanegara.ac.id/index.php/jim
Fokus Bisnis.,https://sinta.kemdiktisaintek.go.id/journals/profile/3949,1693-5209,2623-2480,Economy,Universitas Putra Bangsa,S3,No,Yes,"1,52",20,2.021,2.421,https://jurnal.universitasputrabangsa.ac.id/index.php/fokbis
Inovasi Matematika.,https://sinta.kemdiktisaintek.go.id/journals/profile/7411,2656-7431,2656-7245,Science,Universitas Muhammadiyah Bangka Belitung,S3,No,Yes,"1,52",12,847.0,917.0,https://inomatika.unmuhbabel.ac.id/index.php/inomatika/index
Kertha Semaya: Journal Ilmu Hukum (edisi elektronik),https://sinta.kemdiktisaintek.go.id/journals/profile/5522,,2303-0569,Law,Fakultas Hukum Universitas Udayana,S3,No,Yes,"1,50",24,5.601,6.537,https://ejournal3.unud.ac.id/index.php/kerthasemaya
Academic Journal Perspective.,https://sinta.kemdiktisaintek.go.id/journals/profile/3850,2354-7340,2621-6981,Education,Lembaga Penelitian Universitas Swadaya Gunung Jati Cirebon,S3,No,Yes,"1,50",13,960.0,1.096,http://jurnal.ugj.ac.id/index.php/Perspective/index
Sepa.,https://sinta.kemdiktisaintek.go.id/journals/profile/4122,1829-9946,2654-6817,Education,"Program Studi Agribisnis, Fakultas Pertanian, Universitas Sebelas Maret",S3,No,Yes,"1,49",23,3.013,4.144,https://jurnal.uns.ac.id/sepa/index
JP2M (Jurnal Pendidikan dan Pembelajaran Matematika),https://sinta.kemdiktisaintek.go.id/journals/profile/7663,2460-7800,2580-3263,Education,STKIP PGRI Tulungagung,S3,No,Yes,"1,48",16,1.268,1.381,https://jurnal.stkippgritulungagung.ac.id/index.php/jp2m
Indonesian Journal of Chemical Analysis.,https://sinta.kemdiktisaintek.go.id/journals/profile/6688,2622-7401,2622-7126,General/Multidisciplinary,Universitas Islam Indonesia,S3,No,Yes,"1,47",16,947.0,973.0,https://journal.uii.ac.id/IJCA
Prophetic.,https://sinta.kemdiktisaintek.go.id/journals/profile/10547,2654-3958,2685-0702,Religion,Institut Agama Islam Negeri Syekh Nurjati Cirebon,S3,No,Yes,"1,47",17,1.282,1.317,https://www.syekhnurjati.ac.id/jurnal/index.php/prophetic
Jambura Journal of Mathematics (JJoM).,https://sinta.kemdiktisaintek.go.id/journals/profile/7670,2654-5616,2656-1344,General/Multidisciplinary,"Department of Mathematics, Faculty of Mathematics and Natural Science, Universitas Negeri Gorontalo",S3,No,Yes,"1,47",18,1.754,1.838,http://ejurnal.ung.ac.id/index.php/jjom/issue/archive
Jurnal Psikologi.,https://sinta.kemdiktisaintek.go.id/journals/profile/7525,2088-0634,2715-6206,General/Multidisciplinary,Universitas Yudharta Pasuruan,S3,No,Yes,"1,47",21,1.401,1.734,https://jurnal.yudharta.ac.id/v2/index.php/ILMU-PSIKOLOGI
Journal of Psychological Perspective.,https://sinta.kemdiktisaintek.go.id/journals/profile/10716,2715-4785,,"Humanities, Education, Social",Utan Kayu Publishing,S3,No,No,"1,47",13,579.0,583.0,https://ukinstitute.org/journals/jopp
Geography.,https://sinta.kemdiktisaintek.go.id/journals/profile/5894,,2614-5529,Education,Universitas Muhammadiyah Mataram,S3,No,Yes,"1,46",25,4.006,4.822,http://journal.ummat.ac.id/index.php/geography
Research and Innovation in Applied Linguistics.,https://sinta.kemdiktisaintek.go.id/journals/profile/13707,,2964-5344,General/Multidisciplinary,Politeknik Negeri Ujung Pandang,S3,No,Yes,"1,46",4,47.0,47.0,https://jurnal.poliupg.ac.id/index.php/RIAL-EJ
Procedia.,https://sinta.kemdiktisaintek.go.id/journals/profile/10538,2302-1462,2722-7669,"Humanities, Health, Science, Education, Social",Universitas Muhammadiyah Malang,S3,No,Yes,"1,46",14,837.0,893.0,https://ejournal.umm.ac.id/index.php/procedia
Tadulako journal sport sciences and physical education,https://sinta.kemdiktisaintek.go.id/journals/profile/5526,2337-4594,2581-0383,Education,Universitas Tadulako,S3,No,Yes,"1,46",12,914.0,1.029,https://jurnalfkipuntad.com/index.php/tjsspe
Jurnal Pendidikan Informatika dan Sains.,https://sinta.kemdiktisaintek.go.id/journals/profile/3500,2089-2802,2407-1536,"Science, Engineering",Lembaga Penelitian IKIP PGRI Pontianak,S3,No,No,"1,45",21,1.926,2.02,https://journal.ikippgriptk.ac.id/index.php/saintek
